Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
Nifty Midcap 150,30-04-2020,5132.65,5188.3,5127.05,5149.6,91.3,1.8,672655398,9442.59,22.49,2.33,1.23
Nifty MidSmallcap 400,30-04-2020,4598.45,4638.6,4586.05,4596.7,67.25,1.48,1014216518,12866.83,27.54,1.93,1.37
Nifty Smallcap 50,30-04-2020,1953.5,1967.6,1919.2,1924.65,8.6,0.45,122071874,1879.95,14.98,1.22,1.58
Nifty Smallcap 250,30-04-2020,3649.9,3664.5,3609.95,3615.75,25.2,0.7,341561120,3424.24,61.58,1.36,1.71
Nifty Private Bank,30-04-2020,11739.85,11981.6,11639,11743.45,287.75,2.51,339292572,9688.92,23.35,2.34,0.56
Nifty Tata Group 25% Cap,30-04-2020,-,-,-,3839.68,200.62,5.51,250466095,4363.97,18.72,2.12,1.17
Nifty Tata Group,30-04-2020,-,-,-,6104.24,325,5.62,274450752,4497.13,22.48,4.62,1.26
Nifty Mahindra Group,30-04-2020,-,-,-,6618.26,266.04,4.19,29356119,971.09,11.33,1.65,2.64
Nifty Aditya Birla Group,30-04-2020,-,-,-,2145.27,70.63,3.4,371310938,1446.03,,1.06,0.49
Nifty 8-13 yr G-Sec,30-04-2020,2134.17,2136.76,2132.08,2136.19,2.4,0.11,-,-,-,-,-
Nifty 4-8 yr G-Sec Index,30-04-2020,2274.2,2278.23,2272.1,2278.23,4.43,0.19,-,-,-,-,-
Nifty 11-15 yr G-Sec Index,30-04-2020,2290.48,2295.01,2286.4,2295.01,4.95,0.22,-,-,-,-,-
Nifty 15 yr and above G-Sec Index,30-04-2020,2504.08,2504.08,2502.35,2502.35,-1.28,-0.05,-,-,-,-,-
Nifty Composite G-sec Index,30-04-2020,2178.7,2181.2,2176.6,2181.15,2.84,0.13,-,-,-,-,-
Nifty 10 yr Benchmark G-Sec,30-04-2020,1965.21,1967.65,1962.87,1967.13,2.25,0.11,-,-,-,-,-
Nifty 10 yr Benchmark G-Sec (Clean Price),30-04-2020,972.85,974.06,971.68,973.8,0.95,0.1,-,-,-,-,-
Nifty 1D Rate Index,30-04-2020,-,-,-,1885.52,0.18,0.01,-,-,-,-,-
Nifty50 USD,30-04-2020,-,-,-,4549.51,175.45,4.01,-,-,-,-,-
